type,queue,priority,language,tag_1,tag_2
Incident,Human Resources,low,de,Security,Breach
Request,IT Support,medium,en,Technical,Integration
Problem,IT Support,low,de,Login,Bug
Request,Product Support,low,en,Security,IT
Request,IT Support,medium,en,Security,Feedback
Request,Technical Support,high,de,Technical,Security
Request,Product Support,medium,en,Technical,Product
Incident,Technical Support,low,de,Technical,Bug
Request,Customer Service,medium,de,Technical,Guidance
Problem,Billing and Payments,high,en,Billing,Payment
Request,Service Outages and Maintenance,high,de,Security,Breach
Incident,Billing and Payments,medium,de,Billing,Invoice
Incident,Technical Support,medium,en,Network,Performance
Request,Technical Support,medium,en,Performance,Documentation
Change,Technical Support,medium,en,Technical,Integration
Request,Billing and Payments,high,de,Feedback,Feature
Request,Technical Support,low,de,Feature,IT
Incident,Technical Support,high,de,Outage,Disruption
Request,Service Outages and Maintenance,high,en,Security,Documentation
Incident,Technical Support,high,de,Bug,Performance
Incident,Technical Support,high,de,Technical,Bug
Incident,Product Support,high,de,Security,Network
Incident,Technical Support,high,de,Outage,Disruption
Change,Returns and Exchanges,medium,en,Feature,Performance
Incident,Customer Service,low,de,Customer,Feedback
Request,Returns and Exchanges,high,en,Technical,Security
Incident,Service Outages and Maintenance,high,en,Outage,Disruption
Problem,Product Support,medium,de,Technical,Security
Problem,Product Support,medium,en,Technical,Outage
Incident,IT Support,high,en,Disruption,Network
Incident,Technical Support,high,de,Technical,Bug
Request,Technical Support,medium,en,Technical,Security
Problem,Technical Support,medium,en,Bug,Performance
Change,Product Support,medium,en,Technical,Marketing
Request,Technical Support,high,de,IT,Tech Support
Request,Customer Service,low,en,Security,IT
Incident,IT Support,high,de,Technical,Bug
Incident,Technical Support,medium,en,Technical,Hardware
Problem,Technical Support,high,de,Outage,Network
Request,Product Support,high,en,Feedback,Product
Request,Product Support,low,en,Feedback,Sales
Incident,Customer Service,medium,en,Bug,Performance
Change,Technical Support,low,en,Technical,Integration
Request,Product Support,medium,en,Feature,Product
Problem,IT Support,medium,de,Technical,Bug
Incident,Product Support,medium,de,Security,Virus
Incident,Technical Support,high,de,Security,IT
Request,Customer Service,high,de,Technical,Product
Change,Product Support,medium,en,Customer,Product
Change,Technical Support,high,en,Feedback,IT
Problem,Customer Service,high,en,Technical,Feature
Request,Customer Service,medium,de,Customer,Product
Change,IT Support,high,en,Feature,Performance
Request,Product Support,high,en,Documentation,IT
Incident,Technical Support,low,en,Network,Performance
Incident,Returns and Exchanges,low,de,Bug,Performance
Incident,Technical Support,high,de,Technical,Bug
Incident,Sales and Pre-Sales,low,en,Outage,Network
Incident,Customer Service,medium,en,Bug,Crash
Incident,Customer Service,high,de,Technical,Bug
Incident,IT Support,medium,de,Bug,Disruption
Request,Product Support,low,en,Feature,IT
Request,Customer Service,medium,en,Security,Product
Incident,Service Outages and Maintenance,high,en,Customer,Strategy
Request,Technical Support,high,en,Feedback,Sales
Problem,Customer Service,medium,en,Security,Account
Problem,Sales and Pre-Sales,low,de,Bug,Performance
Problem,Customer Service,high,en,Performance,IT
Request,Technical Support,high,en,Documentation,Product
Request,Customer Service,high,en,Feature,Documentation
Request,Technical Support,high,en,Technical,Customer
Problem,Product Support,medium,de,Technical,Customer
Incident,Billing and Payments,high,de,Customer,Billing
Incident,Technical Support,high,en,Network,Performance
Incident,Billing and Payments,medium,en,Billing,Customer
Incident,Technical Support,high,en,Bug,Network
Incident,Product Support,medium,de,Network,Disruption
Request,Technical Support,high,en,Feature,Documentation
Change,Product Support,low,de,Security,Performance
Request,Billing and Payments,medium,en,Feature,Documentation
Request,Product Support,high,de,Customer,Product
Problem,Technical Support,medium,de,Feature,Bug
Incident,Human Resources,low,en,HR,Employee
Incident,Customer Service,medium,en,Outage,Performance
Incident,Product Support,high,en,Technical,Bug
Problem,Customer Service,medium,de,Security,IT
Problem,Product Support,high,de,Security,Virus
Problem,Billing and Payments,low,de,Billing,Payment
Incident,Technical Support,high,en,Performance,Disruption
Request,Technical Support,high,en,Feature,Documentation
Incident,Technical Support,medium,en,Performance,IT
Problem,Technical Support,high,en,Performance,Network
Problem,Technical Support,high,en,Performance,IT
Problem,IT Support,medium,en,Performance,Bug
Request,Customer Service,medium,en,Business,Strategy
Incident,Technical Support,high,en,Bug,Disruption
Incident,Human Resources,low,de,Bug,Performance
Incident,Technical Support,high,en,Crash,Disruption
Incident,Technical Support,high,de,Technical,Backup
Incident,IT Support,high,de,Login,Bug
Incident,Technical Support,high,en,Security,Breach
Incident,Technical Support,high,de,Bug,Performance
Incident,Product Support,medium,en,Technical,Outage
Problem,Technical Support,high,de,Bug,Crash
Problem,Customer Service,low,en,Bug,Performance
Problem,Customer Service,medium,en,Performance,Feedback
Request,Product Support,medium,en,Security,Compliance
Incident,Product Support,medium,en,Security,Virus
Incident,Technical Support,medium,en,Technical,Integration
Change,IT Support,medium,en,Security,Compliance
Request,Billing and Payments,medium,en,Customer,Guidance
Incident,IT Support,high,de,Bug,Performance
Problem,Technical Support,high,en,Technical,Integration
Incident,Billing and Payments,low,de,Billing,Payment
Incident,Billing and Payments,high,de,Security,Bug
Incident,Technical Support,high,en,Bug,Crash
Incident,Customer Service,medium,de,Technical,Bug
Problem,Technical Support,low,en,Technical,Customer
Incident,Technical Support,high,en,Technical,Outage
Problem,Customer Service,low,en,Feedback,Sales
Request,Customer Service,medium,en,Technical,Product
Request,Product Support,medium,en,Technical,System
Problem,IT Support,high,en,Technical,Crash
Problem,Returns and Exchanges,medium,en,Outage,Disruption
Incident,Technical Support,high,en,Technical,Bug
Problem,Billing and Payments,low,en,Billing,Bug
Problem,Customer Service,medium,de,Security,IT
Problem,Technical Support,medium,de,Customer,Technical
Change,Product Support,medium,de,Feedback,Feature
Incident,Technical Support,medium,en,Security,IT
Request,Billing and Payments,medium,de,Feedback,IT
Request,Customer Service,medium,de,Customer,Product
Request,Customer Service,high,en,Security,Documentation
Change,IT Support,high,de,Maintenance,IT
Change,Customer Service,medium,de,Technical,Security
Incident,Service Outages and Maintenance,low,en,Outage,Technical
Incident,Service Outages and Maintenance,high,de,Sales,Lead
Incident,Product Support,low,en,Technical,Customer
Incident,Technical Support,low,en,Security,Virus
Change,Product Support,medium,en,Technical,Product
Incident,Customer Service,low,de,Bug,Performance
Problem,Product Support,medium,en,Technical,Integration
Incident,IT Support,medium,en,Technical,Security
Change,IT Support,medium,en,Technical,Hardware
Request,Human Resources,high,en,Feedback,Sales
Request,Customer Service,medium,en,Feedback,Feature
Incident,Product Support,medium,en,Bug,Performance
Change,Service Outages and Maintenance,low,en,Feedback,Sales
Request,Sales and Pre-Sales,medium,en,Feedback,Sales
Incident,Product Support,high,de,Feedback,Documentation
Problem,IT Support,high,en,Technical,Integration
Incident,Customer Service,medium,de,Backup,Bug
Change,Service Outages and Maintenance,medium,de,Customer,Product
Request,Technical Support,high,de,Technical,Customer
Incident,Customer Service,medium,en,Bug,Performance
Request,Customer Service,medium,en,Feature,Feedback
Request,Billing and Payments,high,de,Feedback,Feature
Request,IT Support,low,en,Feature,IT
Incident,Customer Service,low,en,Security,Alert
Request,Billing and Payments,medium,en,Billing,Payment
Problem,Returns and Exchanges,medium,de,Bug,Performance
Problem,Technical Support,medium,en,Data,Breach
Problem,Customer Service,low,en,Security,Virus
Problem,Product Support,medium,en,Feedback,Feature
Problem,Billing and Payments,low,en,Bug,Billing
Change,Customer Service,medium,en,Customer,Strategy
Problem,Billing and Payments,medium,en,Billing,Payment
Incident,Technical Support,high,de,Security,Bug
Request,Customer Service,medium,de,Technical,Product
Change,Technical Support,high,de,Feedback,Performance
Incident,Product Support,low,en,Login,Technical
Incident,Customer Service,low,de,Bug,Security
Incident,Technical Support,medium,en,Technical,Crash
Change,Product Support,high,de,Technical,Product
Problem,IT Support,low,de,Bug,Performance
Request,Customer Service,medium,de,Customer,Marketing
Incident,Service Outages and Maintenance,low,de,Network,Outage
Incident,Technical Support,high,en,Crash,Outage
Request,Service Outages and Maintenance,medium,en,Technical,Product
Change,Service Outages and Maintenance,high,en,Technical,Performance
Request,Customer Service,high,en,Technical,Product
Incident,Technical Support,medium,en,Disruption,Incident
Change,Technical Support,low,en,Technical,Digital
Incident,Technical Support,high,de,Technical,Customer
Change,Technical Support,high,de,Feedback,Product
Change,Product Support,high,en,Feature,Feedback
Incident,Technical Support,medium,de,Network,Performance
Request,Returns and Exchanges,medium,en,Integration,Documentation
Problem,Customer Service,low,de,Bug,Security
Incident,Technical Support,medium,de,Technical,Customer
Incident,Product Support,low,en,Security,Bug
Incident,Technical Support,high,en,Security,Network
Incident,Returns and Exchanges,low,en,Technical,Software
Incident,Technical Support,medium,en,Bug,Network
Change,Customer Service,high,en,Feature,Feedback
Incident,Product Support,medium,en,Security,Virus
Incident,IT Support,high,en,Bug,Crash
Change,Service Outages and Maintenance,high,de,Security,Outage
Change,Product Support,medium,en,Technical,Integration
Incident,Billing and Payments,medium,de,Billing,Payment
Incident,Service Outages and Maintenance,high,de,Technical,Bug
Request,Technical Support,high,de,Backup,Security
Incident,General Inquiry,low,en,Technical,Router
Request,Sales and Pre-Sales,low,en,Technical,Product
Problem,Customer Service,low,en,Performance,Disruption
Incident,Customer Service,low,en,Feedback,Sales
Incident,IT Support,low,en,Security,IT
Problem,Billing and Payments,medium,de,Billing,Payment
Request,Technical Support,high,de,IT,Tech Support
Request,Product Support,high,de,Security,Documentation
Problem,Customer Service,high,de,Technical,Customer
Incident,Technical Support,high,de,Outage,Bug
Request,Technical Support,high,en,Security,Documentation
Incident,Technical Support,low,en,Technical,Bug
Request,Technical Support,high,en,Feature,Documentation
Incident,Product Support,medium,de,Technical,Bug
Incident,IT Support,high,en,Crash,Incident
Problem,Customer Service,low,de,Technical,Bug
Incident,Returns and Exchanges,high,en,Bug,Performance
Request,Product Support,medium,de,Feedback,Product
Problem,Technical Support,low,en,Bug,Network
Request,Billing and Payments,medium,en,Security,Technical
Request,Product Support,low,de,Feature,Feedback
Request,Technical Support,high,de,Security,IT
Incident,Technical Support,medium,de,Technical,Crash
Request,Billing and Payments,low,en,Technical,Security
Request,Billing and Payments,medium,en,Technical,Product
Incident,Product Support,medium,de,Technical,Bug
Incident,Billing and Payments,high,en,Billing,Refund
Request,Billing and Payments,medium,en,Technical,Product
Incident,Product Support,high,en,Performance,Feedback
Incident,IT Support,high,de,Network,Hardware
Change,IT Support,medium,en,Customer,Integration
Request,Customer Service,medium,de,Product,Technical
Incident,Technical Support,medium,en,Login,Security
Change,IT Support,medium,en,Technical,Product
Problem,Billing and Payments,low,en,Billing,Payment
Incident,Technical Support,high,de,Crash,Software
Incident,Product Support,medium,de,Security,Bug
Change,Technical Support,low,de,Technical,Feedback
Problem,Technical Support,high,en,Breach,Security
Problem,Returns and Exchanges,low,de,Technical,Product
Problem,Customer Service,low,en,Technical,Integration
Problem,Customer Service,low,de,Bug,Performance
Incident,Product Support,medium,de,Bug,Performance
Incident,Product Support,medium,en,Security,IT
Incident,Technical Support,high,en,Bug,Performance
Problem,Product Support,low,de,Bug,Performance
Incident,Technical Support,high,en,Security,Breach
Problem,Technical Support,medium,de,Technical,Bug
Change,Product Support,medium,en,Feedback,Sales
Incident,Technical Support,low,en,Technical,Deployment
Incident,Service Outages and Maintenance,high,en,Outage,Disruption
Request,Billing and Payments,low,en,Feedback,Sales
Request,Billing and Payments,high,en,Feature,Documentation
Incident,Customer Service,medium,en,Technical,Bug
Request,IT Support,medium,de,Security,Feedback
Incident,Customer Service,medium,en,Technical,Integration
Incident,Billing and Payments,medium,en,Billing,Account
Incident,Sales and Pre-Sales,medium,de,Performance,Feature
Request,Technical Support,medium,en,Technical,Product
Incident,IT Support,medium,en,Disruption,Data
Change,Sales and Pre-Sales,high,de,Marketing,Sales
Incident,Customer Service,low,de,Bug,Performance
Problem,Customer Service,medium,en,Technical,Feedback
Incident,Product Support,medium,en,Bug,Performance
Request,Product Support,high,en,Guidance,Documentation
Incident,Technical Support,medium,de,Network,Disruption
Incident,IT Support,medium,en,Security,Virus
Incident,Customer Service,medium,en,Feedback,Performance
Request,Customer Service,medium,en,Feature,Documentation
Request,Customer Service,low,de,Feature,Documentation
Request,Customer Service,medium,de,Security,Feedback
Problem,Customer Service,high,de,Security,Breach
Request,Returns and Exchanges,medium,de,Billing,Product
Incident,Technical Support,high,en,Technical,Crash
Incident,Returns and Exchanges,high,de,Medical,Security
Request,Customer Service,medium,en,Security,Technical
Incident,Product Support,medium,en,Feedback,Performance
Incident,Customer Service,medium,de,Bug,Documentation
Request,Technical Support,medium,en,Security,Feedback
Change,Service Outages and Maintenance,high,de,Maintenance,Outage
Incident,Technical Support,high,en,Technical,Crash
Problem,Returns and Exchanges,low,de,Security,Account
Request,Product Support,medium,en,Technical,Product
Problem,Product Support,medium,en,Security,IT
Problem,IT Support,high,de,Technical,Crash
Incident,Technical Support,high,en,Crash,Dashboard
Incident,IT Support,high,de,Security,IT
Incident,Product Support,medium,de,Bug,Performance
Incident,Returns and Exchanges,low,de,Technical,Bug
Request,Product Support,high,en,Guidance,Tool
Request,Sales and Pre-Sales,low,de,Backup,Medical
Incident,IT Support,medium,de,Bug,Performance
Change,IT Support,high,en,Feature,IT
Change,IT Support,medium,en,Product,Feature
Change,Customer Service,medium,de,Feature,Feedback
Problem,Technical Support,high,de,Bug,Performance
Request,Customer Service,medium,en,Feedback,Product
Request,Customer Service,medium,de,Technical,Product
Incident,Product Support,high,en,Technical,Bug
Problem,Billing and Payments,medium,de,Billing,Payment
Request,Product Support,low,de,Feature,Feedback
Request,Product Support,high,en,Technical,Integration
Incident,Customer Service,low,de,Security,Network
Incident,Technical Support,low,en,Technical,Bug
Incident,Returns and Exchanges,medium,en,Login,Security
Request,Customer Service,low,en,Feature,Documentation
Change,Technical Support,high,en,Product,Integration
Incident,Returns and Exchanges,low,de,Bug,Performance
Incident,Technical Support,low,de,Performance,Outage
Request,Billing and Payments,medium,en,Technical,Product
Request,Customer Service,medium,de,Customer,Feedback
Problem,Customer Service,medium,de,Bug,Security
Request,Customer Service,low,en,Security,IT
Incident,Technical Support,high,en,Technical,Bug
Incident,Technical Support,medium,en,Technical,Billing
Problem,IT Support,medium,de,Security,Alert
Request,Sales and Pre-Sales,low,en,Feature,Documentation
Incident,Product Support,medium,de,Bug,Performance
Incident,Product Support,medium,de,Bug,Performance
Problem,IT Support,medium,en,Bug,Network
Problem,Billing and Payments,medium,en,Billing,Refund
Incident,Product Support,low,en,Outage,Disruption
Change,Product Support,medium,en,Feature,Feedback
Problem,Customer Service,high,en,Technical,Product
Request,Customer Service,low,de,Feedback,Sales
Incident,Technical Support,low,de,Bug,Performance
Change,IT Support,high,en,Feature,Performance
Problem,Product Support,high,de,Security,Bug
Change,General Inquiry,low,en,Feature,Feedback
Incident,Technical Support,high,en,Crash,Server
Request,General Inquiry,low,en,Feature,Feedback
Incident,IT Support,medium,en,Security,Bug
Problem,Product Support,high,en,Bug,Performance
Problem,Technical Support,low,de,Technical,Customer
Request,Human Resources,low,en,Employee,Recruitment
Incident,Technical Support,high,en,Performance,Feedback
Request,Customer Service,medium,de,Customer,Strategy
Change,Service Outages and Maintenance,high,en,Security,Encryption
Problem,Product Support,high,de,Technical,Security
Request,Technical Support,high,de,Security,Documentation
Incident,Customer Service,low,en,Customer,Feedback
Incident,Technical Support,medium,en,Security,Incident
Problem,Technical Support,medium,en,Technical,Bug
Incident,Product Support,high,en,Technical,Bug
Request,Returns and Exchanges,high,en,Security,Compliance
Incident,Returns and Exchanges,medium,de,Technical,Sync
Request,Product Support,medium,en,Customer,Training
Request,Customer Service,low,en,Feature,Documentation
Request,Product Support,medium,en,Feedback,Sales
Request,Technical Support,high,de,Technical,Customer
Problem,Customer Service,high,en,Bug,Performance
Request,Billing and Payments,medium,en,Customer,Sales
Problem,Technical Support,high,de,Technical,Outage
Incident,Technical Support,high,de,Outage,Bug
Incident,Product Support,low,de,Customer,Technical
Request,IT Support,high,de,Feature,Documentation
Change,Sales and Pre-Sales,medium,de,Feedback,Sales
Problem,Product Support,high,de,Bug,Performance
Request,Technical Support,medium,de,Customer,Product
Change,Product Support,low,de,Feature,Feedback
Incident,IT Support,high,en,Performance,Bug
Request,IT Support,medium,de,Security,Breach
Incident,Technical Support,high,de,Bug,Performance
Incident,Technical Support,medium,en,Technical,Outage
Incident,Product Support,medium,en,Feedback,Sales
Problem,IT Support,high,en,Technical,Outage
Incident,IT Support,low,de,Customer,Network
Problem,Returns and Exchanges,low,en,Technical,Bug
Request,Billing and Payments,medium,de,Billing,Product
Incident,IT Support,high,de,Security,Virus
Problem,Product Support,medium,de,Technical,Bug
Incident,Returns and Exchanges,medium,en,Bug,Performance
Request,Customer Service,medium,en,Product,Strategy
Problem,Product Support,medium,en,Technical,Security
Change,IT Support,high,en,Technical,Product
Request,Technical Support,high,en,Security,IT
Change,Product Support,medium,de,Security,IT
Request,Technical Support,medium,de,Technical,Integration
Incident,Technical Support,high,en,Bug,Performance
Request,Product Support,low,de,Customer,Security
Incident,IT Support,medium,en,Outage,Network
Request,Customer Service,low,de,Sales,Inquiry
Incident,Technical Support,medium,en,Network,Performance
Request,Billing and Payments,medium,de,Backup,Security
Incident,Technical Support,medium,en,Technical,Outage
Incident,IT Support,medium,en,Security,Crash
Problem,Customer Service,high,de,Security,Bug
Incident,Customer Service,medium,de,Security,Bug
Incident,Sales and Pre-Sales,low,en,Technical,Product
Request,Sales and Pre-Sales,low,de,Customer,Product
Request,Product Support,medium,en,Feature,IT
Problem,Product Support,high,de,Technical,Customer
Request,Technical Support,high,de,Feedback,IT
Change,Sales and Pre-Sales,medium,en,Customer,Marketing
Request,Technical Support,medium,de,Onboarding,Guidance
Change,Returns and Exchanges,high,de,Performance,Product
Change,Service Outages and Maintenance,low,de,Feedback,Feature
Problem,Technical Support,high,de,Security,IT
Request,Billing and Payments,low,de,Billing,Product
Request,Product Support,low,de,Security,Documentation
Incident,Technical Support,high,en,Outage,Bug
Incident,Billing and Payments,medium,en,Security,IT
Incident,Product Support,medium,en,Bug,Performance
Incident,Product Support,high,de,Bug,Performance
Incident,Technical Support,medium,en,Security,Alert
Problem,Product Support,low,en,Secure,Login
Request,Billing and Payments,low,de,Backup,Security
Incident,Product Support,medium,de,Bug,Performance
Incident,Customer Service,low,en,Bug,Feature
Incident,Service Outages and Maintenance,high,en,Outage,Network
Request,Returns and Exchanges,medium,de,Feature,Feedback
Incident,Customer Service,high,de,Technical,Portfolio
Request,Technical Support,low,de,Feedback,IT
Incident,Product Support,high,en,Bug,Performance
Problem,Customer Service,medium,de,Technical,Digital
Incident,Technical Support,high,de,Technical,Customer
Problem,IT Support,medium,de,Outage,Disruption
Request,Customer Service,medium,de,Security,Documentation
Incident,Product Support,high,en,Technical,Outage
Change,Sales and Pre-Sales,high,de,Customer,Product
Incident,Technical Support,medium,en,Performance,Disruption
Incident,Technical Support,low,de,Bug,Performance
Request,Billing and Payments,medium,de,Billing,Payment
Incident,Returns and Exchanges,low,de,Security,Network
Request,Billing and Payments,medium,en,Sales,Feedback
Incident,Product Support,low,en,Security,IT
Change,IT Support,high,en,Security,Medical
Request,Billing and Payments,low,de,Product,Feature
Change,Billing and Payments,medium,de,Security,Privacy
Request,Billing and Payments,low,de,Feedback,Documentation
Incident,Technical Support,high,en,Outage,Disruption
Change,IT Support,medium,en,Feature,Performance
Incident,Product Support,high,en,Feedback,Sales
Incident,Technical Support,high,en,Technical,Customer
Request,Product Support,high,de,Security,Customer
Problem,Product Support,medium,en,Security,Breach
Request,Technical Support,high,de,Feedback,Sales
Request,Customer Service,high,de,Feedback,Sales
Incident,Billing and Payments,low,en,Billing,Payment
Request,Sales and Pre-Sales,low,en,Sales,Feedback
Request,Product Support,high,de,Security,Guidance
Problem,Customer Service,high,en,Outage,Performance
Incident,Technical Support,high,de,Technical,Customer
Request,Billing and Payments,medium,en,Feature,Support
Incident,Sales and Pre-Sales,medium,de,Technical,Bug
Problem,Technical Support,medium,de,Technical,Billing
Request,IT Support,high,en,Feature,Documentation
Incident,Technical Support,high,en,Technical,Bug
Request,Billing and Payments,high,en,Security,IT
Change,Service Outages and Maintenance,high,en,Technical,Software
Incident,Technical Support,medium,en,Feedback,Sales
Incident,Product Support,low,de,Bug,Hardware
Incident,Technical Support,medium,de,Crash,Outage
Problem,Product Support,medium,de,Feedback,Sales
Incident,Technical Support,high,en,Security,Alert
Incident,Technical Support,high,de,Security,IT
Incident,Customer Service,medium,en,Technical,Metrics
Problem,Human Resources,low,en,Technical,Hardware
Incident,Technical Support,high,en,Bug,Performance
Change,Technical Support,medium,de,Security,Compliance
Incident,Technical Support,high,de,Technical,Bug
Change,Technical Support,high,de,Customer,Security
Change,IT Support,medium,de,Billing,Product
Request,Technical Support,low,de,Technical,Product
Request,Billing and Payments,high,en,Billing,Product
Incident,Billing and Payments,medium,en,Billing,Payment
Problem,Billing and Payments,low,de,Technical,Security
Incident,Customer Service,medium,en,Technical,Customer
Incident,Billing and Payments,high,en,Billing,Refund
Incident,Technical Support,high,de,Technical,Bug
Change,Product Support,medium,en,Technical,Feedback
Problem,Customer Service,medium,en,Technical,Integration
Request,Product Support,high,en,Feature,Documentation
Request,Product Support,medium,en,Feedback,Sales
Change,Service Outages and Maintenance,low,en,Feedback,Sales
Incident,Product Support,medium,de,Network,Performance
Problem,Returns and Exchanges,low,de,Marketing,Customer
Problem,Customer Service,medium,en,Performance,IT
Request,Technical Support,low,en,Technical,Documentation
Incident,Product Support,medium,de,Technical,Product
Problem,Technical Support,high,de,Technical,Bug
Problem,Product Support,medium,de,Technical,Bug
Incident,Billing and Payments,medium,de,Customer,Support
Incident,Technical Support,high,de,Technical,Security
Incident,Returns and Exchanges,medium,en,Crash,Hardware
Incident,Returns and Exchanges,high,en,Bug,Performance
Request,Technical Support,low,en,Feature,Documentation
Request,Customer Service,medium,en,Technical,Integration
Change,Product Support,high,en,Security,Breach
Incident,Sales and Pre-Sales,medium,en,Technical,Security
Request,Billing and Payments,high,de,Backup,Security
Incident,Billing and Payments,high,en,Billing,Charge
Incident,IT Support,low,de,Tech Support,Network
Request,Product Support,high,en,Technical,Integration
Change,Billing and Payments,medium,en,Billing,Payment
Request,Billing and Payments,medium,de,Security,Maintenance
Problem,IT Support,medium,en,Network,Disruption
Incident,Customer Service,medium,de,Outage,Bug
Request,Human Resources,high,de,Feature,Documentation
Incident,Returns and Exchanges,low,en,Technical,Feedback
Request,Technical Support,high,de,Performance,Documentation
Request,Technical Support,medium,en,Customer,Guidance
Incident,Billing and Payments,medium,de,Payment,Billing
Problem,Product Support,medium,de,Technical,Bug
Request,Customer Service,medium,de,Technical,Integration
Problem,IT Support,high,de,Technical,Bug
Request,Sales and Pre-Sales,high,en,Security,Backup
Incident,Customer Service,medium,en,Campaigns,Feedback
Incident,Product Support,medium,de,Security,Access
Incident,Customer Service,medium,en,Technical,Integration
Problem,Customer Service,medium,de,Technical,Customer
Request,Billing and Payments,low,de,Security,Documentation
Request,Sales and Pre-Sales,high,de,Customer,Product
Change,Billing and Payments,high,de,Feature,IT
Incident,Service Outages and Maintenance,medium,de,Outage,Disruption
Request,Technical Support,medium,en,Customer,Product
Problem,IT Support,medium,en,Bug,Crash
Request,IT Support,medium,en,Technical,Security
Request,Product Support,medium,en,Feature,Documentation
Request,Product Support,low,de,Feedback,IT
Request,Customer Service,low,de,Security,Backup
Change,Sales and Pre-Sales,medium,en,Marketing,Product
Request,Technical Support,medium,en,Feedback,Sales
Request,Billing and Payments,high,de,Feature,Documentation
Incident,Technical Support,high,en,Bug,Crash
Incident,Customer Service,medium,en,Technical,Security
Request,Technical Support,high,en,Documentation,IT
Incident,Service Outages and Maintenance,high,en,Outage,Disruption
Problem,IT Support,low,en,Login,Issue
Request,Technical Support,high,en,Technical,Customer
Incident,Product Support,medium,en,Customer,Issue
Incident,Returns and Exchanges,low,en,Return,Replacement
Problem,Customer Service,medium,en,Performance,Bug
Request,Technical Support,low,en,Security,Healthcare
Incident,Technical Support,medium,de,Crash,Software
Problem,Billing and Payments,medium,en,Billing,Customer
Incident,Technical Support,low,de,Login,Issue
Request,Billing and Payments,low,de,Feedback,Performance
Request,Customer Service,medium,de,Feedback,Feature
Incident,Technical Support,high,en,Technical,Security
Problem,Technical Support,high,en,Security,Breach
Incident,Technical Support,low,de,Security,Incident
Problem,Technical Support,low,en,Bug,Performance
Incident,Product Support,medium,de,Bug,Performance
Incident,Technical Support,high,de,Technical,Hardware
Request,Customer Service,medium,en,Documentation,Tech Support
Request,Sales and Pre-Sales,medium,en,Security,Technical
Incident,Billing and Payments,medium,en,Billing,Refund
Incident,Technical Support,medium,en,Network,Performance
Incident,Technical Support,high,en,Performance,Tech Support
Incident,Technical Support,high,de,Outage,Bug
Incident,Billing and Payments,low,en,Billing,Payment
Problem,Technical Support,medium,de,Bug,Performance
Incident,Technical Support,high,de,Outage,Disruption
Request,Product Support,medium,de,Feedback,Sales
Request,Sales and Pre-Sales,medium,en,Technical,Integration
Incident,Billing and Payments,medium,de,Billing,Payment
Incident,IT Support,medium,en,Login,Performance
Request,Technical Support,medium,en,Feature,Documentation
Incident,Returns and Exchanges,medium,en,Bug,Performance
Incident,Technical Support,high,en,Bug,Performance
Incident,Billing and Payments,medium,de,Technical,Billing
Incident,Returns and Exchanges,medium,en,Security,IT
Incident,Service Outages and Maintenance,high,de,Bug,Performance
Incident,Technical Support,medium,en,Bug,Performance
Request,IT Support,medium,en,Security,IT
Incident,Product Support,low,de,Technical,Bug
Problem,Returns and Exchanges,low,de,Feedback,Sales
Change,Sales and Pre-Sales,medium,en,Feature,Feedback
Problem,Product Support,medium,en,Campaign,Metrics
Incident,Technical Support,medium,de,Technical,Bug
Incident,Customer Service,low,de,Bug,Account
Incident,Product Support,medium,de,Security,Alert
Request,IT Support,medium,en,Security,Documentation
Request,Customer Service,medium,en,Security,IT
Problem,Product Support,medium,de,Bug,Performance
Problem,Customer Service,low,de,Bug,Performance
Incident,Customer Service,medium,en,Bug,Performance
Incident,Returns and Exchanges,high,de,Bug,Performance
Incident,Technical Support,medium,en,Bug,Network
Incident,Product Support,medium,de,Bug,Security
Change,IT Support,medium,de,Performance,Feature
Problem,Product Support,medium,de,Bug,Performance
Request,Product Support,medium,de,Technical,Product
Problem,Product Support,medium,en,Campaign,Performance
Request,Returns and Exchanges,low,en,Digital,Strategy
Request,Customer Service,low,de,Feedback,Feature
Change,Customer Service,medium,de,Feedback,Product
Request,Sales and Pre-Sales,high,de,Feedback,Performance
Request,Returns and Exchanges,low,en,Security,Documentation
Incident,Customer Service,low,de,Technical,Outage
Incident,Product Support,medium,en,Technical,Feedback
Incident,Technical Support,medium,en,Technical,Customer
Problem,Customer Service,medium,en,Technical,Bug
Incident,Technical Support,medium,de,Network,Performance
Problem,Technical Support,high,de,Security,Network
Request,Customer Service,medium,en,Feature,Documentation
Incident,Product Support,high,en,Bug,Disruption
Incident,Technical Support,low,de,Technical,Outage
Incident,Technical Support,high,de,Technical,Customer
Incident,Technical Support,high,en,Bug,Performance
Incident,Returns and Exchanges,high,en,Feedback,Performance
Request,Product Support,high,en,Technical,Product
Incident,Billing and Payments,low,de,Technical,Customer
Incident,Billing and Payments,medium,de,Security,Performance
Incident,Technical Support,high,en,Bug,Performance
Incident,Service Outages and Maintenance,high,en,Outage,Disruption
Problem,Service Outages and Maintenance,high,en,Outage,Disruption
Request,Customer Service,high,en,Security,IT
Request,Technical Support,low,de,Customer,Strategy
Problem,IT Support,high,de,Technical,Bug
Incident,Product Support,high,en,Technical,Bug
Incident,Product Support,high,en,Security,Virus
Change,Human Resources,medium,de,Security,Breach
Request,Billing and Payments,medium,en,Feedback,Sales
Change,Technical Support,low,en,Feature,Feedback
Request,IT Support,high,de,Customer,Technical
Request,Billing and Payments,high,de,Security,Documentation
